Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S272013621,Common Ostrich,Struthio camelus,2,2,KE-700,,L5174792,Maasai Mara NR--Musiara Airstrip,-1.2995815,35.0587048,2025-09-07,04:09 PM,eBird - Traveling Count,69,1,7.479,,5,,,,641786108 641786109 641786110 641786111 641786112 641786113 641786114 641786121 641786122
S272687985,Common Ostrich,Struthio camelus,2,5,KE-110,,L915651,Nairobi NP* general (use more precise loc.),-1.3557323,36.8204985,2025-09-11,07:15 AM,eBird - Traveling Count,215,1,20.878,,3,,,,641960072
S101117350,Fulvous Whistling-Duck,Dendrocygna bicolor,249,8,IN-TS,Nizamabad,L17474328,"Pedda Cheruvu, Rudrur",18.5827577,77.8872551,2022-01-21,08:07 AM,eBird - Traveling Count,102,1,.451,,1,,"Appeard common, photographed"
S294854624,Fulvous Whistling-Duck,Dendrocygna bicolor,249,10,IN-TS,Sangareddy,L12550599,Manjeera -- Tallapally Lake,17.6401694,78.0769162,2026-01-18,07:27 AM,eBird - Traveling Count,93,1,.653,,2,,,"<img src=""https://openweathermap.org/img/wn/01d.png"" alt=""Open Weather Icon"" />  Clear sky  Temperature: 18 - 22°C  Wind: Light breeze - gentle breeze  Wind Direction: S - SE  Cloud Cover: 5 - 6%  Humidity: 36 - 44%  Dew point: 6°C  Pressure: 1014 hPa  Sunrise: 6:51am  Sunset: 6:04pm"
S100692158,Fulvous Whistling-Duck,Dendrocygna bicolor,249,2,IN-TS,Sangareddy,L3286789,Manjeera Wildlife Sanctuary,17.6548137,78.0729353,2022-01-14,07:29 AM,eBird - Traveling Count,149,1,2.607,,1,,Clearly saw them and ID was based on darker fulvous colour on the neck missing dark nape. Photographed,"Clear day with blue skies. Walked along the tank bunds abutting the lakes in Kabagoor village limits. Found that this area is an important wintering ground for waterfowls with extensive migrants. Due to encroached fields with partial cultivation, supports several wading birds. Also, known for Black-headed and Red-headed buntings and found in large numbers. It eventually became warm post 9am and bird activities were significantly down. Saw several other birders due to long weekend.",405571561 405571581
S147665463,Fulvous Whistling-Duck,Dendrocygna bicolor,249,1,IN-TS,Sangareddy,L3286789,Manjeera Wildlife Sanctuary,17.6548137,78.0729353,2023-08-20,06:35 AM,eBird - Traveling Count,171,1,1.902,,1,,,Will update
S126033711,Fulvous Whistling-Duck,Dendrocygna bicolor,249,30,IN-AS,Tinsukia,L2525751,Maguri Beel (Maguri Wetland),27.5749773,95.3761956,2023-01-13,10:11 AM,eBird - Traveling Count,264,1,8.03,,4,,,,525091321
S162704149,Lesser Whistling-Duck,Dendrocygna javanica,258,12,IN-RJ,Bharatpur,L9087264,Bharatpur--Keoladeo Ghana NP--Sapan Mori,27.1767181,77.5219298,2024-02-24,08:16 AM,eBird - Traveling Count,211,1,4.22,,1
S162601143,Lesser Whistling-Duck,Dendrocygna javanica,258,18,IN-RJ,Bharatpur,L28879142,"Shri Guru madhvanand Pratibha college, Rupbas",26.9863356,77.592144,2024-02-23,08:06 AM,eBird - Traveling Count,16,1,2.819,,1
S154355086,Lesser Whistling-Duck,Dendrocygna javanica,258,8,IN-TS,Hyderabad,L2638829,"Kasu Brahmananda Reddy NP, Hyderabad",17.4226723,78.4262601,2023-11-13,06:25 AM,eBird - Traveling Count,252,1,4.85,,11,,,#DiwaliBirding -- Avian Conservation and Education Society (ACES) bird walk 13 Nov 2023. Group of birders went for a bird walk into both the core and conservation areas for birding. Unfortunately very limited activity likely due to extensive fireworks burnt the previous evening on account of Diwali
S116058327,Lesser Whistling-Duck,Dendrocygna javanica,258,4,IN-TS,Hyderabad,L2472492,Sanjeevaiah Park,17.4320334,78.4767795,2022-07-31,06:43 AM,eBird - Traveling Count,116,1,2.44,,35
S195346408,Lesser Whistling-Duck,Dendrocygna javanica,258,2,IN-GJ,Kachchh,L36625188,Laiyari Riverbed Formations,23.4832454,69.2620185,2024-09-16,05:23 PM,eBird - Traveling Count,93,1,3.13,,3
S112504796,Lesser Whistling-Duck,Dendrocygna javanica,258,49,IN-TS,Medak,L16927009,Narasapur Lake,17.7270889,78.2923211,2022-05-29,09:26 AM,eBird - Traveling Count,56,1,2.401,,3
S232340379,Lesser Whistling-Duck,Dendrocygna javanica,258,3,IN-TS,Medak,L16927009,Narasapur Lake,17.7270889,78.2923211,2025-05-03,09:01 AM,eBird - Traveling Count,49,1,.304,,2
S302900783,Lesser Whistling-Duck,Dendrocygna javanica,258,18,IN-TS,Medak,L16927009,Narasapur Lake,17.7270889,78.2923211,2026-02-22,09:52 AM,eBird - Traveling Count,23,1,.092,,2
S98772634,Lesser Whistling-Duck,Dendrocygna javanica,258,30,IN-TS,Medak,L3202452,Narsapur Reserve Forest,17.7115377,78.3172417,2021-12-12,06:38 AM,eBird - Traveling Count,261,1,6.77,,40,,,We went to the newly created Narasapur forest urban park. We were allowed in early and this was organized as a part of Hyderabad Birding Pals society weekly walks. It's an augmented forest and attracts a lot of birds,395490301
S98775939,Lesser Whistling-Duck,Dendrocygna javanica,258,50,IN-TS,Medak,L3202452,Narsapur Reserve Forest,17.7115377,78.3172417,2021-12-12,07:00 AM,eBird - Traveling Count,240,1,5.,,40,,,HBP 340
